title,originalTitle,imdbID,runtime,originalLanguage,originCountry,plot,releaseDate,homepage,budget,revenue,tmdbRating,tmdbVotes,popularity,director,actors,awards,imdbVotes,imdbRating,metacriticRating,rottenTomatoesRating,mpaFilmRating,genre
Breaking Point,Un Coup de dés,tt25752340,84,fr,['FR'],"Mathieu owes everything to his friend Vincent : his house, his job, and even his life, ten years ago. With their wives, they are an inseparable quartet, and live the easy life on the French Riviera. But Mathieu discovers Vincent is cheating on his wife.",2024-01-24,,,3559250.0,5.791,79,1.7927,Yvan Attal,"Yvan Attal, Maïwenn, Guillaume Canet",,394.0,,,,,"['Drama', 'Thriller']"
The Merry Gentlemen,The Merry Gentlemen,tt32368345,88,en,['US'],"To save her parents' small-town nightclub, a Broadway dancer stages an all-male, Christmas-themed revue — and meets a guy with all the right moves.",2024-11-20,https://www.netflix.com/title/81766198,,,5.8,207,1.4979,Peter Sullivan,"Britt Robertson, Chad Michael Murray, Marla Sokoloff",,8678.0,4.8,3.4,4.1,TV-14,"['Comedy', 'Musical', 'Romance']"
Successor,抓娃娃,tt32613601,133,zh,['CN'],"Ma Chenggang, a wealthy man in Xihong City, worries that his eldest son is too spoiled to succeed him. Determined to raise a capable successor, he takes an unconventional approach. They conceal their wealth, moving the family to a dilapidated neighborhood, and maintain an illusion of poverty, so that his son could develop qualities such as hard work, knowledge, careful budgeting, physical fitness, and perseverance.",2024-07-13,,,473859800.0,6.964,56,1.4358,"Da-Mo Peng, Fei Yan","Teng Shen, Li Ma, Rina Sa",7 wins & 1 nomination total,1048.0,6.8,,,,"['Comedy', 'Drama']"
Utopia,Utopia,tt32001464,93,en,['US'],"A soldier searching for his missing wife breaks into a high-tech facility, believing she's been caught in a human trafficking ring. But beyond its walls, he finds a surreal, futuristic fantasy park where reality and illusion blur. As he navigates this seductive and dangerous world, a shocking truth pulls him deeper into a deadly game where nothing is as it seems.",2024-12-09,,,,4.6,24,1.4394,James Bamford,"Moe Dunford, Charlotte Vega, Michael D. Xavier",,133.0,,,,R,"['Action', 'Thriller']"
Miss Violet,Louise Violet,tt30192483,109,fr,['FR'],"France. End of the 19th century. Louise Violet  40, a Parisian teacher, is sent on a mission to the French countryside. But in a place where the daily life is linked to the seasons, land and crops, she must first convince parents to send their kids to school. With the help of the mayor, she is gradually accepted by the parents and their children. But soon, her past catches up with her. Despite the obstacles she faces, Miss Violet will give her heart and soul to her belief that education is the key to freedom.",2024-11-06,,,,7.2,32,2.1229,Éric Besnard,"Alexandra Lamy, Grégory Gadebois, Jérôme Kircher",,55.0,,,,,['Drama']
Foreign Language,Langue étrangère,tt31015291,105,fr,"['BE', 'DE', 'FR']","Fanny, a shy and lonely teenager, goes on a language exchange to Germany. In Leipzig, she meets her pen pal, Lena, a teenager eager to become politically active. Fanny is troubled. To win over Lena, she invents a life for herself, to the extent of becoming trapped in her lies.",2024-09-11,https://razor-film.de/en/movies/langue-etrangere/,4600000.0,,7.1,27,1.5307,Claire Burger,"Lilith Grasmug, Josefa Heinsius, Nina Hoss",1 win & 3 nominations,285.0,,,,,"['Drama', 'Romance']"
A Nonsense Christmas with Sabrina Carpenter,A Nonsense Christmas with Sabrina Carpenter,tt33427273,50,en,['US'],"Pop icon Sabrina Carpenter jingles all the bells in her first-ever variety music special full of holiday hits, unexpected duets and comedic cameos.",2024-12-05,https://www.netflix.com/title/81912861,,,6.5,55,1.49,Sam Wrench,"Sabrina Carpenter, Cara Delevingne, Chappell Roan",,2835.0,6.4,,10.0,TV-14,"['Documentary', 'Comedy', 'Music']"
Gaga Chromatica Ball,Gaga Chromatica Ball,tt29794647,113,en,['US'],"In front of a sold-out crowd of 52,000 people, Lady Gaga delivers a career-defining performance at Los Angeles's Dodger Stadium during her 2022 Chromatica Ball Tour.",2024-05-23,https://www.hbo.com/movies/gaga-chromatica-ball,,,8.258,66,2.4702,"Kerry Asmussen, Lady Gaga",Lady Gaga,1 nomination,1861.0,8.2,,,,"['Music', 'Musical']"
Einstein and the Bomb,Einstein and the Bomb,tt28756876,77,en,['GB'],"What happened after Einstein fled Nazi Germany? Using archival footage and his own words, this docudrama dives into the mind of a tortured genius.",2024-02-16,https://www.netflix.com/title/81474469,,,6.0,77,1.9628,Anthony Philipson,"Aidan McArdle, Andrew Havill, Rachel Barry",,3906.0,6.2,,8.3,TV-MA,"['Documentary', 'History']"
King of My Castle,Le Larbin,tt27348699,0,fr,['FR'],"Rich hotel owner hires director to create 18th-century village set, drugs and kidnaps spoiled son, leaving him to believe he time-traveled as punishment, hoping to teach humility by living as a peasant under surveillance.",2024-07-17,,,,5.4,35,1.5929,"Alexandre Charlot, Franck Magnier","Audran Cattin, Kad Merad, Clovis Cornillac",,205.0,,,,,['Comedy']
"Lover, Stalker, Killer","Lover, Stalker, Killer",tt30852970,90,en,['GB'],"In this twisting documentary, a mechanic tries online dating for the first time and meets a woman who takes romantic obsession to a deadly extreme.",2024-02-09,https://www.netflix.com/title/81611991,,,6.814,132,1.727,Sam Hobkinson,"Dave Kroupa, Nancy Raney, Chris LeGrow",,13193.0,7.0,,9.2,TV-MA,"['Documentary', 'Crime']"
Rez Ball,Rez Ball,tt15181360,113,en,['US'],"After losing their star player, a high school basketball team rooted in Native American culture must unite to keep their state championship dreams alive.",2024-09-08,https://www.netflix.com/title/81426668,,,6.5,63,1.5444,Sydney Freeland,"Kauchani Bratt, Jessica Matten, Devin Sampson-Craig",1 win & 1 nomination total,2387.0,6.3,6.9,9.4,PG-13,"['Drama', 'Sport']"
The Trouble with Jessica,The Trouble with Jessica,tt15507128,89,en,['GB'],"Sarah and Tom are in terrible financial trouble. On the brink of losing everything, they’ve managed to find a buyer for their stylish London home. When their best friends Richard and Beth come round for a final dinner, an uninvited old friend, Jessica, tags along.  After a seemingly trivial argument, Jessica hangs herself in the garden. Tom goes to call the police when Sarah realizes if the buyer finds out, the sale will collapse, meaning definite financial ruin. The only solution - to convince Richard and Beth to take Jessica’s body to her flat and make it look like she killed herself there. If they’re clever enough about it, what could possibly go wrong?",2024-04-05,,,,6.1,48,1.5633,Matt Winn,"Shirley Henderson, Rufus Sewell, Olivia Williams",2 wins & 1 nomination,977.0,5.9,,7.5,,['Comedy']
The Present,The Present,tt20255354,87,en,['US'],"A brilliant boy discovers he can manipulate time using an enchanted family heirloom, then teaming up with his siblings to go back to the eve of their parents’ separation in hopes of changing the outcome. As their schemes become more elaborate, the siblings will learn about family bonds and what they can and can’t control.",2024-05-24,,,,6.2,25,1.4408,Christian Ditter,"Isla Fisher, Greg Kinnear, Easton Rocket Sweda",,588.0,5.5,,6.9,,['Comedy']
Love Boat,La Petite Vadrouille,tt30402052,96,fr,['FR'],"To overcome their financial problems, Justine, her husband and their whole group of friends organize a fake romantic cruise for Franck, a big investor, who is trying to seduce a woman.",2024-06-05,,,,5.7,59,1.5244,Bruno Podalydès,"Sandrine Kiberlain, Daniel Auteuil, Denis Podalydès",,323.0,5.6,,,,['Comedy']
The American Society of Magical Negroes,The American Society of Magical Negroes,tt30007864,105,en,['US'],"A young man, Aren, is recruited into a secret society of magical Black people who dedicate their lives to a cause of utmost importance: making white people’s lives easier.",2024-03-15,https://www.focusfeatures.com/the-american-society-of-magical-negroes,,2480645.0,4.7,103,3.2317,Kobi Libii,"Justice Smith, Zachary Barton, Anthony Coons",1 win & 2 nominations total,11568.0,3.7,5.0,2.5,PG-13,"['Comedy', 'Fantasy']"
Your Monster,Your Monster,tt22741760,104,en,['US'],"After her life falls apart, soft-spoken actress Laura Franco finds her voice again when she meets a terrifying, yet weirdly charming, monster living in her closet.",2024-10-25,https://www.yourmonstermovie.com,,,6.6,49,1.4159,Caroline Lindy,"Melissa Barrera, Tommy Dewey, Edmund Donovan",3 wins & 4 nominations total,3471.0,6.4,6.2,7.7,R,"['Comedy', 'Horror', 'Romance']"
Vampiras: The Brides,Vampiras: The Brides,tt19766466,90,es,"['ES', 'US']","After more than 300 years in hiding, Dracula's brides, Luna, Adriana and his new apprentice Katya, must team up once again to stop the most diabolical threat from their past, his sister Mina.",2024-02-07,,,,5.8,40,1.9617,Ivan Mulero,"Olga Aguilar, Maria Conchita Alonso, Anderson Ballesteros",,78.0,,,,,"['Action', 'Horror', 'Mystery']"
"LaRoy, Texas","LaRoy, Texas",tt20102596,110,en,"['US', 'FR']","Broke and depressed, Ray  is mistaken for a dangerous hitman and given an envelope of cash. Along with his P.I. friend Skip, he must escape the actual hitman to make it out of LaRoy alive.",2024-04-12,,,,6.8,147,1.4737,Shane Atkinson,"Steve Zahn, John Magaro, A.J. Buckley",5 wins & 5 nominations total,6291.0,6.5,6.9,9.8,Unrated,"['Comedy', 'Crime', 'Thriller']"
The Scammers,À l’ancienne,tt31862997,89,fr,['FR'],Two friends on a small island in Brittany discover the lottery winner is dead with the winning ticket. They plan a village-wide scam to take his place.,2024-09-04,,,,5.2,50,1.5702,Hervé Mimran,"Didier Bourdon, Gérard Darmon, Chantal Lauby",,134.0,,,,,['Comedy']
Return of the King: The Fall and Rise of Elvis Presley,Return of the King: The Fall and Rise of Elvis Presley,,91,en,['US'],He had one chance to show the world he was still the King of Rock 'n' Roll. Discover the story behind Elvis Presley's triumphant '68 comeback special.,2024-11-12,https://www.netflix.com/title/81462290,,,7.1,44,1.2984,,,,,,,,,
Reunion,Reunion,tt15338966,94,en,['US'],"Centers on a murder that takes place at a high school reunion, unfolding during a snowstorm that leaves guests trapped in an isolated mansion.",2024-04-13,,,,6.2,90,1.3466,Chris Nelson,"Lil Rel Howery, Billy Magnussen, Jamie Chung",,3414.0,5.6,,4.0,R,"['Comedy', 'Mystery']"
The Champion,El campeón,tt24079806,106,es,['ES'],"Diego has just been voted best young player in Europe and at the age of 20 he is on his way to making his team, Atlético de Madrid, champions of La Liga. But his impulsive and conflictive character makes the club, fed up with his excesses, hire Álex, a withdrawn and lonely psychology professor, to improve his behaviour. The two will have no choice but to learn to understand each other.",2024-07-12,,,,5.3,40,2.9656,Carlos Therón,"Dani Rovira, Swit Eme, Pablo Chiapella",,782.0,5.4,,,TV-MA,"['Drama', 'Sport']"
V de Víctor,V de Víctor,tt29453608,102,es,"['MX', 'ES']","A retired boxer will return to the ring to face his greatest rival, relying on his daughter, his friends and a famous trainer who will teach him to see the sport from new perspectives.",2024-05-16,,,168579.0,7.2,26,1.2929,Frank Ariza,"Tony Agudo, Norma Angélica, José Luis Badalt",,72.0,,,,,"['Comedy', 'Sport']"
Naples to New York,Napoli-New York,tt22490428,124,it,['IT'],"In the immediate post-war period, amidst the rubble of a poverty-ridden Naples, two kids, Carmine and Celestina, try to survive as best they can by helping each other out. One night, they secretly board a ship bound for New York to reach Celestina’s sister, who emigrated to America several years earlier.  The two children join the many Italian emigrants seeking a new life in America and arrive in an unknown metropolis, which, after several misadventures, they will learn to call home.",2024-11-21,,,,7.4,86,1.0947,Gabriele Salvatores,"Tomas Arana, Omar Benson Miller, Pierfrancesco Favino",,,,,,,['Drama']
The Last Boy on Earth,The Last Boy on Earth,tt27498099,97,en,"['NZ', 'US']","In a distant future, a mysterious boy becomes the central figure in the search for a new hope. Who is this kid? Why is everyone looking for it? Sometimes it is better not to know certain answers…",2024-08-01,,,,6.0,35,1.2516,"Nicolás Onetti, Luka Hrgovic, Dino Julius","Camilo Levigne, Raymond E. Lee, Hugo Quiril",,310.0,3.6,,,,"['Adventure', 'Sci-Fi']"
Oldies But Goodies,Maison de retraite 2,tt28102880,102,fr,['FR'],"As the Lino Vartan shelter, which takes orphans and seniors in, has to shut down for health issues, Milann has no choice but to accept the invitation of a retirement home in the south of France.",2024-02-14,,,11227393.0,5.2,56,1.3708,Claude Zidi Jr.,"Kev Adams, Jean Reno, Daniel Prévost",,289.0,,,,,['Comedy']
Stella. A Life.,Stella. Ein Leben.,tt13506526,121,de,['DE'],"Stella, grows up in Berlin during the rule of the Nazi regime. She dreams of a career as a jazz singer, despite all the repressive measures she is forced to go into hiding with her parents in 1944, her life turns into a culpable tragedy.",2024-01-17,https://letterbox-filmproduktion.de/produktion/stella-ein-leben/,,115632.0,6.1,32,1.6871,Kilian Riedhof,"Paula Beer, Bekim Latifi, Damian Hardung",1 win & 12 nominations total,641.0,6.2,,,,"['Biography', 'Drama', 'History']"
You Shall Not Sleep Tonight,You Shall Not Sleep Tonight,tt31717063,79,en,['AR'],"A boy is haunted by terrifying nightmares where a monster lurks inside the closet. To his relief, his father appears in the middle of the night helping him to face his fears. But the boy will begin to question the true nature of these apparitions, having to face the truth about his father's destiny and the evil force that threatens to consume him.",2024-08-01,,,,6.6,25,1.8168,"Guillermo Carbonell, Ben Deka, Julien Deka","Milo Burgess-Webb, Agustín Olcese, Bruno Giacobbe",,338.0,4.1,,,,"['Horror', 'Thriller']"
Es por su bien,Es por su bien,tt29536966,0,es,['MX'],"Horrified by the new girlfriends of their respective sons, three sisters-in-law – Clara, a socialite, Matis, a widowed professional, and Nena, a naive housewife – make an alliance to get rid of their undesirable daughters-in-law.",2024-06-21,,,,7.2,108,1.4214,Alfonso Pineda Ulloa,"Consuelo Duval, Kate del Castillo, Mónica Huarte",,143.0,,,,,['Comedy']
Manjummel Boys,മഞ്ഞുമ്മല്‍ BOYS,tt26458038,135,ml,['IN'],"Manjummel Boys, based on a real story, is about a bunch of friends who set out on a trip to Kodaikanal and the events that occur there.",2024-02-22,,,,7.7,50,1.3899,Chidambaram,"Soubin Shahir, Sreenath Bhasi, Balu Varghese",1 win,23611.0,8.2,,,,"['Adventure', 'Drama', 'Thriller']"
Five Blind Dates,Five Blind Dates,tt21236048,84,en,['AU'],"More focused on her business than finding love, Lia is forced to go on five blind dates set up by her family and best friend after she is told by a fortune teller that her love life and the success of her tea shop are intertwined.",2024-02-12,https://www.amazon.com/dp/B0CHHNC8ZM/,,,5.5,86,1.3955,Shawn Seet,"Shuang Hu, Yoson An, Jon Prasida",,1808.0,5.0,,4.3,,"['Comedy', 'Romance']"
You Gotta Believe,You Gotta Believe,tt15685360,104,en,['US'],"After dedicating the season to a teammate’s ailing father, a group of underestimated Ft. Worth youth baseball players takes its Cinderella run all the way to the 2002 Little League World Series—culminating in a record-breaking showdown that became an instant ESPN classic.",2024-08-30,https://wellgousa.com/films/you-gotta-believe,,1369201.0,6.5,26,1.5573,Ty Roberts,"Luke Wilson, Greg Kinnear, Sarah Gadon",,553.0,5.4,,5.5,PG,"['Family', 'Sport']"
